&*#,,0.0100#,##	6.4352&&#	-0.9579&,&*
&*#,,0.0200#,##	6.3690&&#	-0.8936&,&*
&*#,,0.0300#,##	6.3030&&#	-0.8304&,&*
&*#,,0.0400#,##	6.2371&&#	-0.7683&,&*
&*#,,0.0500#,##	6.1715&&#	-0.7074&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.0600#,##	6.1059&&#	-0.6476&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.0700#,##	6.0405&&#	-0.5888&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.0800#,##	5.9753&&#	-0.5312&,&*
&*#,,0.0900#,##	5.9101&&#	-0.4747&,&*

&*#,,0.1000#,##	5.8452&&#	-0.4194&,&*
&*#,,0.1100#,##	5.7803&&#	-0.3651&,&*
&*#,,0.1200#,##	5.7157&&#	-0.3119&,&*

&*#,,0.1300#,##	5.6511&&#	-0.2598&,&*
&*#,,0.1400#,##	5.5867&&#	-0.2088&,&*
&*#,,0.1500#,##	5.5224&&#	-0.1589&,&*
&*#,,0.1600#,##	5.4583&&#	-0.1100&,&*
&*#,,0.1700#,##	5.3943&&#	-0.0623&,&*
&*#,,0.1800#,##	5.3304&&#	-0.0156&,&*
&*#,,0.1900#,##	5.2666&&#	0.0300&,&*
&*#,,0.2000#,##	5.2030&&#	0.0745&,&*
&*#,,0.2100#,##	5.1395&&#	0.1180&,&*
&*#,,0.2200#,##	5.0761&&#	0.1604&,&*
&*#,,0.2300#,##	5.0128&&#	0.2017&,&*
&*#,,0.2400#,##	4.9497&&#	0.2420&,&*
&*#,,0.2500#,##	4.8867&&#	0.2812&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.2600#,##	4.8238&&#	0.3194&,&*
&*#,,0.2700#,##	4.7610&&#	0.3565&,&*
&*#,,0.2800#,##	4.6983&&#	0.3925&,&*
&*#,,0.2900#,##	4.6358&&#	0.4275&,&*
&*#,,0.3000#,##	4.5734&&#	0.4615&,&*
&*#,,0.3100#,##	4.5110&&#	0.4944&,&*
&*#,,0.3200#,##	4.4488&&#	0.5263&,&*
&*#,,0.3300#,##	4.3867&&#	0.5572&,&*
&*#,,0.3400#,##	4.3247&&#	0.5870&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.3500#,##	4.2629&&#	0.6157&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.3600#,##	4.2011&&#	0.6435&,&*
&*#,,0.3700#,##	4.1394&&#	0.6702&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.3800#,##	4.0778&&#	0.6959&,&*
&*#,,0.3900#,##	4.0164&&#	0.7206&,&*
&*#,,0.4000#,##	3.9550&&#	0.7442&,&*
&*#,,0.4100#,##	3.8938&&#	0.7668&,&*
&*#,,0.4200#,##	3.8326&&#	0.7884&,&*
&*#,,0.4300#,##	3.7716&&#	0.8090&,&*

&*#,,0.4400#,##	3.7106&&#	0.8286&,&*
&*#,,0.4500#,##	3.6498&&#	0.8472&,&*

&*#,,0.4600#,##	3.5890&&#	0.8647&,&*
&*#,,0.4700#,##	3.5283&&#	0.8813&,&*
&*#,,0.4800#,##	3.4678&&#	0.8968&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.4900#,##	3.4073&&#	0.9113&,&*
&*#,,0.5000#,##	3.3470&&#	0.9248&,&*
&*#,,0.5100#,##	3.2867&&#	0.9374&,&*
&*#,,0.5200#,##	3.2265&&#	0.9489&,&*
&*#,,0.5300#,##	3.1664&&#	0.9594&,&*
&*#,,0.5400#,##	3.1064&&#	0.9689&,&*

&*#,,0.5500#,##	3.0465&&#	0.9775&,&*
&*#,,0.5600#,##	2.9867&&#	0.9850&,&*
&*#,,0.5700#,##	2.9270&&#	0.9915&,&*
&*#,,0.5800#,##	2.8674&&#	0.9971&,&*
&*#,,0.5900#,##	2.8078&&#	1.0016&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.6000#,##	2.7484&&#	1.0052&,&*
&*#,,0.6100#,##	2.6890&&#	1.0078&,&*
&*#,,0.6200#,##	2.6298&&#	1.0094&,&*
&*#,,0.6300#,##	2.5706&&#	1.0100&,&*

&*#,,0.6313#,##	2.5629&&#	1.0100&,&*

&*#,,0.6413#,##	2.5038&&#	1.0095&,&*
&*#,,0.6513#,##	2.4448&&#	1.0081&,&*
&*#,,0.6613#,##	2.3859&&#	1.0056&,&*
&*#,,0.6713#,##	2.3271&&#	1.0022&,&*
&*#,,0.6813#,##	2.2684&&#	0.9978&,&*
&*#,,0.6913#,##	2.2097&&#	0.9923&,&*
&*#,,0.7013#,##	2.1512&&#	0.9859&,&*
&*#,,0.7113#,##	2.0927&&#	0.9785&,&*
&*#,,0.7213#,##	2.0344&&#	0.9702&,&*
&*#,,0.7313#,##	1.9761&&#	0.9608&,&*
&*#,,0.7413#,##	1.9179&&#	0.9504&,&*
&*#,,0.7513#,##	1.8598&&#	0.9390&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.7613#,##	1.8017&&#	0.9267&,&*
&*#,,0.7713#,##	1.7438&&#	0.9133&,&*
&*#,,0.7813#,##	1.6860&&#	0.8989&,&*

&*#,,0.7913#,##	1.6282&&#	0.8836&,&*
&*#,,0.8013#,##	1.5705&&#	0.8672&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.8113#,##	1.5129&&#	0.8498&,&*
&*#,,0.8213#,##	1.4554&&#	0.8314&,&*
&*#,,0.8313#,##	1.3980&&#	0.8120&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.8413#,##	1.3407&&#	0.7916&,&*
&*#,,0.8513#,##	1.2835&&#	0.7702&,&*
&*#,,0.8613#,##	1.2263&&#	0.7477&,&*
&*#,,0.8713#,##	1.1693&&#	0.7243&,&*
&*#,,0.8813#,##	1.1123&&#	0.6998&,&*

&*#,,0.8913#,##	1.0554&&#	0.6743&,&*
&*#,,0.9013#,##	0.9986&&#	0.6478&,&*
&*#,,0.9113#,##	0.9419&&#	0.6203&,&*
&*#,,0.9213#,##	0.8853&&#	0.5917&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.9313#,##	0.8288&&#	0.5621&,&*

&*#,,0.9413#,##	0.7724&&#	0.5315&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.9513#,##	0.7161&&#	0.4999&,&*
&*#,,0.9613#,##	0.6598&&#	0.4672&,&*
&*#,,0.9713#,##	0.6037&&#	0.4335&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.9813#,##	0.5476&&#	0.3987&,&*

&*#,,0.9913#,##	0.4917&&#	0.3629&,&*
&*#,,1.0013#,##	0.4358&&#	0.3261&,&*
&*#,,1.0113#,##	0.3801&&#	0.2882&,&*
&*#,,1.0213#,##	0.3244&&#	0.2493&,&*
&*#,,1.0313#,##	0.2688&&#	0.2093&,&*
&*#,,1.0413#,##	0.2133&&#	0.1683&,&*
&*#,,1.0513#,##	0.1579&&#	0.1262&,&*
&*#,,1.0613#,##	0.1027&&#	0.0831&,&*
&*#,,1.0713#,##	0.0475&&#	0.0389&,&*
&*#,,1.0799#,##	0.0000&&#	0.0000&,&*
__________________________________



----------------Third basketball shooting------------------


Recording id:    175



Recording date:    13-Sep-2019



Recording time:     8:43 PM



Recording location:    University of Wollongong



-------------Data------------
First column: time (s)
Second column: horizontal distance from the centre of the hoop (m)
Third column: vertical position relative to the hoop. (m)
&*#,,0.0000#,##	6.6470&&#	-0.9808&,&*
&*#,,0.0100#,##	6.5774&&#	-0.9171&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.0200#,##	6.5079&&#	-0.8545&,&*
&*#,,0.0300#,##	6.4386&&#	-0.7930&,&*
&*#,,0.0400#,##	6.3694&&#	-0.7327&,&*
&*#,,0.0500#,##	6.3004&&#	-0.6734&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.0600#,##	6.2316&&#	-0.6153&,&*
&*#,,0.0700#,##	6.1629&&#	-0.5583&,&*
&*#,,0.0800#,##	6.0944&&#	-0.5024&,&*
&*#,,0.0900#,##	6.0260&&#	-0.4476&,&*
&*#,,0.1000#,##	5.9577&&#	-0.3939&,&*

&*#,,0.1100#,##	5.8897&&#	-0.3414&,&*
&*#,,0.1200#,##	5.8217&&#	-0.2899&,&*
&*#,,0.1300#,##	5.7539&&#	-0.2395&,&*
&*#,,0.1400#,##	5.6863&&#	-0.1901&,&*
&*#,,0.1500#,##	5.6188&&#	-0.1419&,&*
&*#,,0.1600#,##	5.5514&&#	-0.0947&,&*
&*#,,0.1700#,##	5.4842&&#	-0.0487&,&*
&*#,,0.1800#,##	5.4171&&#	-0.0037&,&*

&*#,,0.1900#,##	5.3502&&#	0.0403&,&*
&*#,,0.2000#,##	5.2833&&#	0.0831&,&*
&*#,,0.2100#,##	5.2167&&#	0.1249&,&*
&*#,,0.2200#,##	5.1501&&#	0.1656&,&*
&*#,,0.2300#,##	5.0837&&#	0.2053&,&*
&*#,,0.2400#,##	5.0174&&#	0.2439&,&*
&*#,,0.2500#,##	4.9512&&#	0.2815&,&*
&*#,,0.2600#,##	4.8852&&#	0.3180&,&*

&*#,,0.2700#,##	4.8193&&#	0.3534&,&*
&*#,,0.2800#,##	4.7535&&#	0.3878&,&*
&*#,,0.2900#,##	4.6878&&#	0.4212&,&*
&*#,,0.3000#,##	4.6222&&#	0.4535&,&*
&*#,,0.3100#,##	4.5568&&#	0.4848&,&*
&*#,,0.3200#,##	4.4915&&#	0.5150&,&*
&*#,,0.3300#,##	4.4263&&#	0.5442&,&*
&*#,,0.3400#,##	4.3612&&#	0.5724&,&*
&*#,,0.3500#,##	4.2963&&#	0.5995&,&*

&*#,,0.3600#,##	4.2314&&#	0.6256&,&*
&*#,,0.3700#,##	4.1667&&#	0.6507&,&*
&*#,,0.3800#,##	4.1021&&#	0.6748&,&*
&*#,,0.3900#,##	4.0376&&#	0.6978&,&*

&*#,,0.4000#,##	3.9732&&#	0.7198&,&*
&*#,,0.4100#,##	3.9089&&#	0.7408&,&*
&*#,,0.4200#,##	3.8447&&#	0.7608&,&*
&*#,,0.4300#,##	3.7806&&#	0.7798&,&*

&*#,,0.4400#,##	3.7167&&#	0.7977&,&*
&*#,,0.4500#,##	3.6528&&#	0.8147&,&*
&*#,,0.4600#,##	3.5890&&#	0.8306&,&*
&*#,,0.4700#,##	3.5254&&#	0.8455&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.4800#,##	3.4619&&#	0.8595&,&*
&*#,,0.4900#,##	3.3984&&#	0.8724&,&*

&*#,,0.5000#,##	3.3351&&#	0.8843&,&*
&*#,,0.5100#,##	3.2718&&#	0.8952&,&*
&*#,,0.5200#,##	3.2087&&#	0.9051&,&*
&*#,,0.5300#,##	3.1457&&#	0.9141&,&*
&*#,,0.5400#,##	3.0827&&#	0.9220&,&*
&*#,,0.5500#,##	3.0199&&#	0.9289&,&*
&*#,,0.5600#,##	2.9572&&#	0.9348&,&*
&*#,,0.5700#,##	2.8946&&#	0.9398&,&*
&*#,,0.5800#,##	2.8320&&#	0.9438&,&*
&*#,,0.5900#,##	2.7696&&#	0.9467&,&*
&*#,,0.6000#,##	2.7072&&#	0.9487&,&*
&*#,,0.6100#,##	2.6450&&#	0.9497&,&*

&*#,,0.6152#,##	2.6126&&#	0.9499&,&*
&*#,,0.6252#,##	2.5505&&#	0.9494&,&*
&*#,,0.6352#,##	2.4885&&#	0.9479&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.6452#,##	2.4266&&#	0.9454&,&*
&*#,,0.6552#,##	2.3648&&#	0.9420&,&*
&*#,,0.6652#,##	2.3031&&#	0.9376&,&*
&*#,,0.6752#,##	2.2415&&#	0.9322&,&*
&*#,,0.6852#,##	2.1800&&#	0.9258&,&*
&*#,,0.6952#,##	2.1186&&#	0.9184&,&*
&*#,,	#,##	&&#	&,&*
&*#,,0.7052#,##	2.0572&&#	0.9100&,&*
&*#,,0.7152#,##	1.9960&&#	0.9006&,&*
&*#,,0.7252#,##	1.9349&&#	0.8902&,&*

&*#,,0.7352#,##	1.8738&&#	0.8788&,&*
&*#,,0.7452#,##	1.8129&&#	0.8665&,&*
&*#,,0.7552#,##	1.7520&&#	0.8531&,&*
&*#,,0.7652#,##	1.6913&&#	0.8387&,&*
&*#,,0.7752#,##	1.6306&&#	0.8233&,&*
&*#,,0.7852#,##	1.5700&&#	0.8070&,&*
&*#,,0.7952#,##	1.5096&&#	0.7896&,&*
&*#,,0.8052#,##	1.4492&&#	0.7712&,&*
&*#,,0.8152#,##	1.3889&&#	0.7518&,&*

&*#,,0.8252#,##	1.3287&&#	0.7313&,&*
&*#,,0.8352#,##	1.2686&&#	0.7099&,&*
&*#,,0.8452#,##	1.2086&&#	0.6875&,&*
&*#,,0.8552#,##	1.1487&&#	0.6640&,&*
&*#,,0.8652#,##	1.0889&&#	0.6395&,&*
&*#,,0.8752#,##	1.0292&&#	0.6140&,&*
&*#,,0.8852#,##	0.9696&&#	0.5875&,&*
&*#,,0.8952#,##	0.9101&&#	0.5599&,&*

&*#,,0.9052#,##	0.8507&&#	0.5313&,&*
&*#,,0.9152#,##	0.7914&&#	0.5017&,&*
&*#,,0.9252#,##	0.7322&&#	0.4711&,&*
&*#,,0.9352#,##	0.6730&&#	0.4394&,&*
&*#,,0.9452#,##	0.6140&&#	0.4067&,&*

&*#,,0.9552#,##	0.5551&&#	0.3730&,&*

&*#,,0.9652#,##	0.4963&&#	0.3382&,&*
&*#,,0.9752#,##	0.4376&&#	0.3024&,&*
&*#,,0.9852#,##	0.3790&&#	0.2655&,&*
&*#,,0.9952#,##	0.3204&&#	0.2276&,&*
&*#,,1.0052#,##	0.2620&&#	0.1887&,&*
&*#,,1.0152#,##	0.2037&&#	0.1487&,&*
&*#,,1.0252#,##	0.1455&&#	0.1076&,&*
&*#,,1.0352#,##	0.0874&&#	0.0655&,&*
&*#,,1.0452#,##	0.0294&&#	0.0223&,&*

&*#,,1.0503#,##	0.0000&&#	0.0000&,&*
__________________________________



